arCOG_name	locus_tag	E-value	score	arCOG_familiy	Gene_name	Description	HVO
arCOG00925	WP_004040937.1	3.3E-87	289.6	E	LivG	ABC-type branched-chain amino acid transport system, ATPase component	HVO_A0579
arCOG00926	WP_004041315.1	1.4E-97	323.5	E	LivG	ABC-type branched-chain amino acid transport system, ATPase component	HVO_B0220
arCOG00926	WP_004040866.1	6.7E-100	331.1	E	LivG	ABC-type branched-chain amino acid transport system, ATPase component	HVO_A0515
arCOG00926	WP_004044037.1	2.1E-97	322.9	E	LivG	ABC-type branched-chain amino acid transport system, ATPase component	HVO_0902
arCOG00928	WP_004044481.1	3.1E-69	229.9	L	-	Endonuclease V homolog	HVO_0443
arCOG00929	WP_004044211.1	5.2E-75	249.1	L	Nfi	Deoxyinosine 3'endonuclease (endonuclease V)	HVO_0726
arCOG00930	WP_004043033.1	6.8E-113	374.5	H	MoaA	Molybdenum cofactor biosynthesis enzyme	HVO_2789
arCOG00932	WP_013035304.1	1.3E-120	400.1	R	-	Uncharacterized protein related to pyruvate formate-lyase activating enzyme	HVO_0300
arCOG00940	WP_004043816.1	7.8E-111	368.6	R	-	Radical SAM superfamily enzyme	HVO_1121
arCOG00940	WP_004042026.1	9.6E-128	424.2	R	-	Radical SAM superfamily enzyme	HVO_2144
arCOG00962	WP_004043051.1	1.6E-111	369	C	FrdB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	HVO_2809
arCOG00966	WP_004043186.1	9.3E-190	629.4	C	HdrC	Heterodisulfide reductase, subunit C	HVO_A0271
arCOG00966	WP_013035640.1	7.4E-209	692.4	C	HdrC	Heterodisulfide reductase, subunit C	HVO_1540
arCOG00970	WP_004041440.1	1.8E-73	243.9	O	PRE1	20S proteasome, beta subunit	HVO_1562
arCOG00971	WP_004043847.1	2.9E-93	309.3	O	PRE1	20S proteasome, alpha subunit	HVO_1091
arCOG00971	WP_004044756.1	4.1E-71	236.8	O	PRE1	20S proteasome, alpha subunit	HVO_2923
arCOG00972	WP_004044155.1	2E-60	201	H	NadR	Nicotinamide mononucleotide adenylyltransferase	HVO_0782
arCOG00973	WP_004041486.1	1.1E-94	314.5	J	RsmB	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	HVO_1594
arCOG00976	WP_004044448.1	2.4E-57	191.7	O	Pcm	Protein-L-isoaspartate carboxylmethyltransferase	HVO_0474
arCOG00977	WP_004041092.1	1.7E-71	237.6	H	CobL	Precorrin-6B methylase 2	HVO_B0062
arCOG00978	WP_004043556.1	3.1E-75	250.5	J	GCD14	tRNA(1-methyladenosine) methyltransferase	HVO_1383
arCOG00979	WP_004043558.1	1.1E-78	261.3	R	-	Predicted O-methyltransferase YrrM	HVO_1381
arCOG00980	WP_004041527.1	2.7E-69	231.2	O	SlpA	FKBP-type peptidyl-prolyl cis-trans isomerase 2	HVO_1637
arCOG00981	WP_004040853.1	6.6E-50	167	O	SlpA	FKBP-type peptidyl-prolyl cis-trans isomerase 2	HVO_A0500
arCOG00981	WP_004041644.1	3.3E-52	174.5	O	SlpA	FKBP-type peptidyl-prolyl cis-trans isomerase 2	HVO_1761
arCOG00982	WP_004044114.1	1.7E-116	387.1	C	GldA	Glycerol dehydrogenase or related enzyme	HVO_0822
arCOG00985	WP_004044533.1	1.4E-39	133.1	J	Tma20	Predicted RNA-binding protein, contains PUA domain	HVO_0390
arCOG00987	WP_004042452.1	9.9E-99	327.8	J	TruB	Pseudouridine synthase	HVO_2493
arCOG00989	WP_004041882.1	2.9E-144	478.7	J	Tgt	Queuine/archaeosine tRNA-ribosyltransferase	HVO_2001
arCOG00990	WP_004041892.1	1.4E-202	672.1	J	-	Queuine tRNA-ribosyltransferase, contain PUA domain	HVO_2008
arCOG00991	WP_004043833.1	1.4E-47	159	J	-	tRNA modification protein, contains pre-PUA and PUA domains	HVO_1105
arCOG00998	WP_004042938.1	6E-18	63.2	K	LSM1	Small nuclear ribonucleoprotein (snRNP) homolog	HVO_2723
arCOG01000	WP_013035071.1	6.4E-76	253.7	E	PepP	Xaa-Pro aminopeptidase	HVO_A0535
arCOG01000	WP_004041271.1	6.1E-76	253.8	E	PepP	Xaa-Pro aminopeptidase	HVO_B0267
arCOG01000	WP_004043277.1	3.8E-102	340	E	PepP	Xaa-Pro aminopeptidase	HVO_A0376
arCOG01000	WP_004043627.1	2.3E-95	317.7	E	PepP	Xaa-Pro aminopeptidase	HVO_1309
arCOG01000	WP_004043946.1	3.9E-111	369.5	E	PepP	Xaa-Pro aminopeptidase	HVO_0997
arCOG01001	WP_013035297.1	1.6E-92	307.4	J	Map	Methionine aminopeptidase	HVO_2600
arCOG01002	WP_004042328.1	1.1E-155	516	E	PepP	Xaa-Pro aminopeptidase	HVO_2435
arCOG01003	WP_004044510.1	1.1E-126	420.9	E	PepP	Xaa-Pro aminopeptidase	HVO_0414
arCOG01005	WP_004040967.1	1.4E-71	239.4	P	LraI	ABC-type metal ion transport system, periplasmic component/surface adhesin	HVO_A0611
arCOG01005	WP_004042286.1	6.2E-61	204.5	P	LraI	ABC-type metal ion transport system, periplasmic component/surface adhesin	HVO_2397
arCOG01006	WP_049914824.1	7.4E-80	265.8	P	ZnuB	ABC-type Mn2+/Zn2+ transport system, permease component	HVO_2399
arCOG01007	WP_004041642.1	1.5E-92	307.7	P	FepD	ABC-type Fe3+-siderophore transport system, permease component	HVO_1759
arCOG01007	WP_004041337.1	3.2E-88	293.5	P	FepD	ABC-type Fe3+-siderophore transport system, permease component	HVO_B0197
arCOG01007	WP_004043826.1	1.6E-103	343.7	P	FepD	ABC-type Fe3+-siderophore transport system, permease component	HVO_1111
arCOG01009	WP_013035353.1	9.6E-10	36.8	K	-	Transcriptional regulator, contains N-terminal RHH domain	HVO_0582
arCOG01009	WP_004042298.1	0.0000068	24.4	K	-	Transcriptional regulator, contains N-terminal RHH domain	HVO_2409
arCOG01010	WP_013035700.1	9.2E-27	90.6	V	StbD	Antitoxin (DNA-binding domain) of toxin-antitoxin stability system	HVO_C0060
arCOG01010	WP_013035021.1	3.2E-32	108.1	V	StbD	Antitoxin (DNA-binding domain) of toxin-antitoxin stability system	HVO_A0369
arCOG01015	WP_004041859.1	2.6E-132	439.4	J	Pus10	tRNA U54 and U55 pseudouridine synthase Pus10	HVO_1979
arCOG01016	WP_004042989.1	2.1E-25	87	K	Rpo4	DNA-directed RNA polymerase, subunit Rpo4/RpoF	HVO_2748
arCOG01018	WP_004044723.1	2.1E-88	293.5	J	TrmJ	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase	HVO_2906
arCOG01020	WP_004040934.1	5.4E-83	277.1	E	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	HVO_A0576
arCOG01020	WP_049914888.1	1.7E-48	163.4	E	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	HVO_0899
arCOG01020	WP_004041318.1	1.9E-52	176.4	E	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	HVO_B0217
arCOG01021	WP_013035593.1	3.1E-70	235.1	E	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	HVO_2798
arCOG01021	WP_049914899.1	1.6E-48	163.6	E	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	HVO_0553
arCOG01021	WP_004043749.1	2.1E-66	222.5	E	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	HVO_1192
arCOG01025	WP_004043615.1	4.7E-96	318.7	E	AroK2	Archaeal shikimate kinase	HVO_1323
arCOG01026	WP_004042739.1	2.9E-65	218.7	R	-	Predicted sugar kinase	HVO_2628
arCOG01027	WP_004042228.1	1.2E-99	331	E	ThrB	Homoserine kinase	HVO_2338
arCOG01028	WP_004043008.1	1.7E-82	274.5	I	ERG12	Mevalonate kinase	HVO_2761
arCOG01029	WP_004043448.1	9.5E-118	390.8	G	GalK	Galactokinase	HVO_1487
arCOG01034	WP_004041866.1	0.021	12.2	F	THEP1	Nucleoside-triphosphatase THEP1	---
arCOG01035	WP_004044801.1	3E-87	290.8	E	ProC	Alanine dehydrogenase/(1)-pyrroline-2-carboxylate reductase ProC	HVO_2950
arCOG01035	WP_013035300.1	1.6E-102	341	E	ProC	Alanine dehydrogenase/(1)-pyrroline-2-carboxylate reductase ProC	HVO_0454
arCOG01035	WP_004044695.1	5.6E-78	260.3	E	ProC	Alanine dehydrogenase/(1)-pyrroline-2-carboxylate reductase ProC	HVO_2879
arCOG01036	WP_004042203.1	1.2E-111	371.2	H	HemA	Glutamyl-tRNA reductase	HVO_2311
arCOG01037	WP_004042454.1	3.6E-60	200.3	F	Cmk	Cytidylate kinase	HVO_2494
arCOG01038	WP_004043643.1	1.4E-46	156	F	Fap7	Broad-specificity NMP kinase	HVO_1296
arCOG01042	WP_004043692.1	2.5E-35	118.8	J	-	Exosome subunit, RNA binding protein with dsRBD fold	HVO_1249
arCOG01043	WP_004045239.1	2.2E-38	128.9	R	-	Predicted RNA binding protein with dsRBD fold	HVO_0127
arCOG01044	WP_004042204.1	1.4E-57	192.1	H	CysG	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	HVO_2312
arCOG01045	WP_004045240.1	3.3E-57	191	H	CoaE	Dephospho-CoA kinase	HVO_0128
arCOG01046	WP_004042457.1	8.6E-90	297.7	F	Adk	Adenylate kinase or related kinase	HVO_2496
arCOG01052	WP_004044820.1	2.3E-157	520.4	C	AcoB	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	HVO_2959
arCOG01052	WP_004042674.1	1.8E-134	445.2	C	AcoB	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	HVO_2596
arCOG01052	WP_004044267.1	8.1E-133	439.8	C	AcoB	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	HVO_0668
arCOG01054	WP_004042670.1	4.7E-104	345.7	C	AcoA	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	HVO_2595
arCOG01054	WP_004044266.1	1.7E-105	350.4	C	AcoA	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	HVO_0669
arCOG01054	WP_004042101.1	9.2E-124	410.5	C	AcoA	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	HVO_2209
arCOG01054	WP_004044818.1	1.4E-154	511.9	C	AcoA	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	HVO_2958
arCOG01057	WP_004044357.1	1E-25	87.4	K	HxlR	DNA-binding transcriptional regulator, HxlR family	HVO_0576
arCOG01057	WP_004040946.1	7.1E-27	91.2	K	HxlR	DNA-binding transcriptional regulator, HxlR family	HVO_A0589
arCOG01057	WP_013035724.1	0.000000038	31.1	K	HxlR	DNA-binding transcriptional regulator, HxlR family	HVO_C0081
arCOG01057	WP_013035723.1	0.000000039	31.1	K	HxlR	DNA-binding transcriptional regulator, HxlR family	HVO_C0046
arCOG01064	WP_004045195.1	3.3E-110	366.1	R	HcaD	NAD(FAD)-dependent dehydrogenase	HVO_0105
arCOG01067	WP_004043525.1	2.2E-126	419.8	C	Ndh	NADH dehydrogenase, FAD-containing subunit	HVO_1413
arCOG01067	WP_004041458.1	3.4E-126	419.1	C	Ndh	NADH dehydrogenase, FAD-containing subunit	HVO_1578
arCOG01068	WP_004044825.1	2.5E-145	482.5	C	Lpd	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	HVO_2961
arCOG01069	WP_004040972.1	3.3E-137	455.6	P	-	CoA-dependent NAD(P)H Sulfur Oxidoreductase	HVO_A0618
arCOG01070	WP_004042235.1	4.6E-163	540.3	R	HcaD	NAD(FAD)-dependent dehydrogenase	HVO_2345
arCOG01072	WP_004044175.1	6.8E-61	202.6	L	-	NUDIX family hydrolase	HVO_0762
arCOG01073	WP_013035455.1	5E-49	164.2	L	-	NUDIX family hydrolase	HVO_1996
arCOG01073	WP_004041828.1	6.5E-52	173.6	L	-	NUDIX family hydrolase	HVO_1948
arCOG01075	WP_004041454.1	1.1E-17	62.3	F	-	NUDIX family hydrolase	HVO_1574
arCOG01075	WP_004041945.1	3.2E-14	51.1	F	-	NUDIX family hydrolase	HVO_2060
arCOG01075	WP_004044414.1	3.9E-20	70.2	F	-	NUDIX family hydrolase	HVO_0509
arCOG01078	WP_004043548.1	2.1E-21	74.1	L	-	NUDIX family hydrolase	HVO_1391
arCOG01078	WP_004045021.1	5.9E-14	49.6	L	-	NUDIX family hydrolase	HVO_0030
arCOG01081	WP_004042477.1	1.1E-89	296.9	I	Idi	Isopentenyldiphosphate isomerase	HVO_2506
arCOG01083	WP_004043890.1	1.2E-09	36.2	L	-	NUDIX family hydrolase	HVO_1051
arCOG01083	WP_004043694.1	5.4E-44	148	L	-	NUDIX family hydrolase	HVO_1247
arCOG01085	WP_004044255.1	4.9E-65	217.2	I	PcrB	(S)-3-O-geranylgeranylglyceryl phosphate synthase, TIM-barrel fold	HVO_0680
arCOG01085	WP_004043852.1	7.2E-57	190.4	I	PcrB	(S)-3-O-geranylgeranylglyceryl phosphate synthase, TIM-barrel fold	HVO_1086
arCOG01086	WP_004044148.1	2.9E-95	316.1	E	TrpA	Tryptophan synthase alpha chain	HVO_0789
arCOG01087	WP_004043637.1	5.4E-73	243.1	G	TpiA	Triosephosphate isomerase	HVO_1300
arCOG01087	WP_004041988.1	7.5E-47	157.6	G	TpiA	Triosephosphate isomerase	HVO_2105
arCOG01088	WP_004044150.1	1.4E-76	254.9	E	TrpC	Indole-3-glycerol phosphate synthase	HVO_0787
arCOG01089	WP_013035469.1	7.6E-79	261.5	H	ThiE	Thiamine monophosphate synthase	HVO_2668
arCOG01090	WP_004043995.1	6.6E-90	297.9	G	Eda	2-keto-3-deoxy-6-phosphogluconate aldolase	HVO_0950
arCOG01090	WP_004043242.1	1.3E-72	241.4	G	Eda	2-keto-3-deoxy-6-phosphogluconate aldolase	HVO_A0329
arCOG01090	WP_004043205.1	1E-74	248.3	G	Eda	2-keto-3-deoxy-6-phosphogluconate aldolase	HVO_A0290
arCOG01091	WP_004044680.1	6.9E-47	157.1	P	CCC1	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family	HVO_2864
arCOG01093	WP_004045327.1	1.9E-50	168.7	R	-	Protein distantly related to bacterial ferritins	HVO_0213
arCOG01096	WP_004044917.1	0.000004	24	P	CCC1	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family	HVO_3004
arCOG01101	WP_004044395.1	1.4E-83	276.8	P	Dps	DNA-binding ferritin-like protein (oxidative damage protectant)	HVO_0536
arCOG01107	WP_004041151.1	7E-89	296.4	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_B0002
arCOG01107	WP_004040987.1	5.2E-80	267.2	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_A0634
arCOG01107	WP_004044505.1	3.5E-88	294.1	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_0419
arCOG01107	WP_004041663.1	6E-66	221	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_1784
arCOG01107	WP_004045045.1	6.7E-98	326.1	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_0042
arCOG01107	WP_004043842.1	9E-83	276.3	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_1096
arCOG01108	WP_004041036.1	3.1E-40	136.1	R	AbgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	HVO_B0120
arCOG01108	WP_004042011.1	2.1E-111	370.4	R	AbgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	HVO_2127
arCOG01108	WP_004044248.1	1.8E-83	278.4	R	AbgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	HVO_0687
arCOG01108	WP_049914874.1	4.7E-134	445	R	AbgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	HVO_1395
arCOG01108	WP_004041275.1	1.3E-129	430.3	R	AbgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	HVO_B0263
arCOG01109	WP_004041234.1	1.4E-166	551.9	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_B0306
arCOG01109	WP_004043210.1	3E-151	501.4	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_A0295
arCOG01109	WP_004042012.1	4.4E-169	560.2	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_2128
arCOG01109	WP_004043253.1	8.9E-175	578.9	E	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	HVO_A0341
arCOG01111	WP_004044124.1	1.9E-249	827.8	G	PpsA	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	HVO_0812
arCOG01112	WP_004044130.1	5.2E-277	917.9	G	PykA2	Phosphohistidine swiveling domain of PEP-utilizing enzymes	HVO_0806
arCOG01113	WP_004043439.1	5.8E-240	795.7	G	PtsA	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	HVO_1496
arCOG01115	WP_004044582.1	5.6E-135	448	J	TiaS	tRNA(Ile2) 2-agmatinylcytidine synthetase; containing Zn-ribbon domain and OB-fold domain	HVO_0339
arCOG01117	WP_004042102.1	1.5E-10	39.1	K	-	Lrp/AsnC family C-terminal domain	HVO_2210
arCOG01117	WP_049914813.1	0.000000018	32.5	K	-	Lrp/AsnC family C-terminal domain	HVO_2212
arCOG01121	WP_004065483.1	1E-36	123.5	S	-	SWIM zinc finger	HVO_0235
arCOG01122	WP_004045309.1	1.6E-68	228.4	G	RpiA	Ribose 5-phosphate isomerase	HVO_0195
arCOG01124	WP_004042898.1	2.9E-86	286.9	G	E2b2	Ribose-1,5-bisphosphate isomerase, eIF-2B alpha/beta/delta family	HVO_2706
arCOG01124	WP_004043979.1	1.1E-130	432.9	G	E2b2	Ribose-1,5-bisphosphate isomerase, eIF-2B alpha/beta/delta family	HVO_0966
arCOG01127	WP_004041813.1	7.9E-133	441.3	J	GCD2	Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family	HVO_1934
arCOG01128	WP_004041154.1	9.3E-69	229.2	K	TenA	Transcriptional activator TenA	HVO_B0381
arCOG01128	WP_004041155.1	2.5E-74	247.4	K	TenA	Transcriptional activator TenA	HVO_B0380
arCOG01130	WP_004041496.1	9.7E-136	450.3	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_1604
arCOG01130	WP_004043970.1	2.5E-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973
arCOG01130	WP_013035113.1	8.5E-96	318.9	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_A0159
arCOG01130	WP_004043673.1	1.5E-133	443.1	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_1266
arCOG01137	WP_004063118.1	2.6E-35	119	I	FadM	Acyl-CoA thioesterase FadM	HVO_1719
arCOG01138	WP_004042475.1	9.9E-44	145.9	O	Rri1	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	HVO_2505
arCOG01139	WP_004043926.1	9.7E-57	189.8	O	Rri1	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	HVO_1016
arCOG01140	WP_013035399.1	1.8E-63	210.4	O	Rri1	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	HVO_1514
arCOG01140	WP_004043100.1	1.3E-68	227	O	Rri1	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	HVO_A0173
arCOG01141	WP_004045360.1	3.1E-32	109.3	R	-	ICC-like phosphoesterase	HVO_0245
arCOG01141	WP_004041814.1	1.4E-32	110.5	R	-	ICC-like phosphoesterase	HVO_1935
arCOG01141	WP_004044443.1	1.1E-27	94.5	R	-	ICC-like phosphoesterase	HVO_0479
arCOG01143	WP_004044967.1	2.8E-39	133.3	T	ApaH	Serine/threonine protein phosphatase PP2A family	HVO_0010
arCOG01143	WP_004042680.1	1.9E-21	75.1	T	ApaH	Serine/threonine protein phosphatase PP2A family	HVO_2599
arCOG01144	WP_013035656.1	0.000000081	28.8	T	CpdA	3',5'-cyclic AMP phosphodiesterase CpdA	HVO_2072
arCOG01147	WP_004043365.1	0.0096	12.9	T	CpdA	3',5'-cyclic AMP phosphodiesterase CpdA	HVO_A0070
arCOG01150	WP_004044120.1	8.6E-38	127.7	R	-	Phosphohydrolase, Icc/MPP superfamily	HVO_0816
arCOG01150	WP_004043602.1	5.7E-55	183.9	R	-	Phosphohydrolase, Icc/MPP superfamily	HVO_1336
arCOG01153	WP_004043989.1	2.2E-53	179.4	T	CpdA	3',5'-cyclic AMP phosphodiesterase CpdA	HVO_0956
arCOG01153	WP_013035492.1	2.3E-12	44.8	T	CpdA	3',5'-cyclic AMP phosphodiesterase CpdA	HVO_0853
arCOG01154	WP_013035694.1	0.00000012	29	R	-	Calcineurin-like phosphoesterase superfamily protein	HVO_C0030
arCOG01159	WP_004044057.1	1.4E-53	179.7	S	-	Uncharacterized archaeal coiled-coil protein	HVO_0880
arCOG01163	WP_004043433.1	1.3E-103	344.5	C	LeuB	Isocitrate/isopropylmalate dehydrogenase	HVO_1502
arCOG01164	WP_004042658.1	1.6E-201	666.9	C	Icd	Isocitrate dehydrogenase	HVO_2588
arCOG01165	WP_004041450.1	4.3E-197	653.7	L	-	DNA topoisomerase VI, subunit B	HVO_1571
arCOG01166	WP_004041819.1	2E-198	658.6	L	MutL	DNA mismatch repair enzyme (predicted ATPase)	HVO_1939
arCOG01166	WP_004044380.1	5.1E-267	885.2	L	MutL	DNA mismatch repair enzyme (predicted ATPase)	HVO_0551
arCOG01167	WP_004041232.1	7.4E-194	643.8	C	CoxL	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homolog	HVO_B0309
arCOG01168	WP_013035117.1	1.5E-106	354.5	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_A0331
arCOG01168	WP_004041116.1	2.3E-133	442.7	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_B0038A
arCOG01168	WP_004041394.1	2.7E-48	162.9	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_A0429A
arCOG01168	WP_004041044.1	4.8E-96	320	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_B0111
arCOG01168	WP_004043182.1	1.5E-96	321.7	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_A0267
arCOG01168	WP_004041068.1	8.5E-63	210.6	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_B0087
arCOG01168	WP_004043447.1	1.5E-134	446.6	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_1488
arCOG01168	WP_004042758.1	1E-64	217	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_2638
arCOG01168	WP_004041195.1	6.5E-73	243.9	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_B0346
arCOG01168	WP_013035449.1	1.1E-57	193.9	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_1461
arCOG01168	WP_004043202.1	1.2E-90	302.2	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_A0287
arCOG01168	WP_004041196.1	4.2E-89	297.1	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_B0345
arCOG01169	WP_004043020.1	1.3E-146	486.5	G	Eno	Enolase	HVO_2774
arCOG01172	WP_004042741.1	4.7E-106	352.1	T	KaiC	KaiC family ATPase implicated in signal transduction	HVO_2629
arCOG01173	WP_004042121.1	7.3E-36	122.1	T	KaiC	KaiC family ATPase implicated in signal transduction	HVO_2232
arCOG01173	WP_004042253.1	1.5E-146	485.9	T	KaiC	KaiC family ATPase implicated in signal transduction	HVO_2364
arCOG01174	WP_013035296.1	4.9E-95	316.5	T	KaiC	KaiC family ATPase implicated in signal transduction	HVO_0633
arCOG01174	WP_004043730.1	3.4E-38	129.2	T	KaiC	KaiC family ATPase implicated in signal transduction	HVO_1212
arCOG01175	WP_004041525.1	1.4E-78	260.8	T	KaiC	KaiC family ATPase implicated in signal transduction, inactivated	HVO_1635
arCOG01176	WP_081442889.1	0.023	11.8	T	KaiC	KaiC family ATPase implicated in signal transduction	---
arCOG01179	WP_004045248.1	3.5E-30	101.6	J	InfA	Translation initiation factor 1 (IF-1)	HVO_0136
arCOG01179	WP_013035036.1	6.9E-30	100.6	J	InfA	Translation initiation factor 1 (IF-1)	HVO_A0637
arCOG01180	WP_004045247.1	2.4E-96	319.4	T	RIO1	Serine/threonine protein kinase involved in cell cycle control	HVO_0135
arCOG01181	WP_004044364.1	1.5E-92	307.6	T	RIO2	RIO-like serine/threonine protein kinase fused to N-terminal HTH domain	HVO_0569
arCOG01183	WP_004041776.1	3.8E-127	421.3	J	Kae1p/TsaD	Subunit of KEOPS complex, tRNA A37 threonylcarbamoyltransferase, contains a domain with ASKHA fold and	HVO_1895
