locus_tag	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag	length	protein	thane_gene	thane_gene_description	gene_name	kegg1	kegg2	kegg3	pathway	kegg_prot	kegg_id	definition	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	cog	arcog	chr
HVO_RS03380	8923657	lcl|NC_013966.1_cds_WP_004043253.1_793	NC_013966.1	gene	352857	354104	+	792	Gene	protein_coding	HVO_A0341	1247	Zn-dependent hydrolase			amaB3	Metabolism	Nucleotide metabolism	00240 Pyrimidine metabolism 	[PATH:hvo00240]	amaB3; N-carbamyol-L-amino acid amidohydrolase	K06016	pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]	K06016: amaB3; N-carbamyol-L-amino acid amidohydrolase	Zn-dependent hydrolase(HVO_RS03380)	Haloferax volcanii DS2	3.5.1.-	GO:0008152~metabolic process		GO:0016813~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	IPR002933:Peptidase M20,IPR010158:Amidase, hydantoinase/carbamoylase,IPR011650:Peptidase M20, dimerisation domain		HVO_RS03380	PF01546:Peptidase family M20/M25/M40,PF07687:Peptidase dimerisation domain	PIRSF001235:amidase, hydantoinase/carbamoylase type		Complete proteome,Hydrolase,Plasmid,Reference proteome,	COG0624E	arCOG01109	pHV4
HVO_RS03385	25143385	lcl|NC_013966.1_cds_WP_004043254.1_794	NC_013966.1	gene	354064	354351	+	793	Gene	protein_coding	HVO_RS03385	287	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03385)	Haloferax volcanii DS2							HVO_RS03385				Complete proteome,	NA	NA	pHV4
HVO_RS03390	8923252	lcl|NC_013966.1_cds_WP_004043255.1_795	NC_013966.1	gene	354529	355344	+	794	Gene	protein_coding	HVO_A0342	815	transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	transcriptional regulator(HVO_RS03390)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated		GO:0003677~DNA binding	IPR005471:Transcription regulator IclR, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR014757:Transcription regulator IclR, C-terminal		HVO_RS03390	PF01614:Bacterial transcriptional regulator,PF09339:IclR helix-turn-helix domain		SM00346:HTH_ICLR	Complete proteome,DNA-binding,Plasmid,Reference proteome,Transcription,Transcription regulation,	COG1414K	arCOG02798	pHV4
HVO_RS03395	8923706	lcl|NC_013966.1_cds_WP_004043256.1_796	NC_013966.1	gene	356250	356753	-	795	Gene	protein_coding	HVO_A0344	503	universal stress protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	pseudo(HVO_RS03395)	Haloferax volcanii DS2							HVO_RS03395,					NA	NA	pHV4
HVO_RS03405	8923508	lcl|NC_013966.1_cds_WP_004043258.1_798	NC_013966.1	gene	357800	359047	+	797	Gene	protein_coding	HVO_A0346	1247	integrase				NA	NA	NA	NA	NA	NA	NA	NA: NA	integrase(HVO_RS03405)	Haloferax volcanii DS2		GO:0006310~DNA recombination,GO:0015074~DNA integration		GO:0003677~DNA binding	IPR002104:Integrase, catalytic,IPR011010:DNA breaking-rejoining enzyme, catalytic core,IPR013762:Integrase-like, catalytic core,IPR023109:Integrase/recombinase, N-terminal		HVO_RS03405	PF00589:Phage integrase family			Complete proteome,Plasmid,Reference proteome,	COG4974L	arCOG08889	pHV4
HVO_RS03415	25143388	lcl|NC_013966.1_cds_WP_049914848.1_801	NC_013966.1	gene	361252	361443	-	800	Gene	protein_coding	HVO_RS03415	191	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03415)	Haloferax volcanii DS2							HVO_RS03415,					NA	NA	pHV4
HVO_RS03435	8923251	lcl|NC_013966.1_cds_806	NC_013966.1	gene	365276	365710	+	805	Gene	pseudogene	HVO_A0354	434	ISH3 family transposase				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03435)	Haloferax volcanii DS2							HVO_RS03435,					NA	NA	pHV4
HVO_RS03440	8923498	lcl|NC_013966.1_cds_WP_013035119.1_807	NC_013966.1	gene	365782	367134	+	806	Gene	protein_coding	HVO_A0355	1352	IS4 family transposase ISHvo11				NA	NA	NA	NA	NA	NA	NA	NA: NA	IS4 family transposase(HVO_RS03440)	Haloferax volcanii DS2							HVO_RS03440,					COG3385L	arCOG03902	pHV4
HVO_RS03445	8923724	lcl|NC_013966.1_cds_808	NC_013966.1	gene	367100	368417	+	807	Gene	pseudogene	HVO_A0356	1317	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	pseudo(HVO_RS03445)	Haloferax volcanii DS2							HVO_RS03445,					NA	NA	pHV4
HVO_RS03450	8923301	lcl|NC_013966.1_cds_WP_004043265.1_809	NC_013966.1	gene	368414	369298	+	808	Gene	protein_coding	HVO_A0357	884	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03450)	Haloferax volcanii DS2							HVO_RS03450				Complete proteome,Plasmid,Reference proteome,	-	arCOG04110	pHV4
HVO_RS03455	8923581	lcl|NC_013966.1_cds_WP_004043266.1_810	NC_013966.1	gene	369295	370806	+	809	Gene	protein_coding	HVO_A0358	1511	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03455)	Haloferax volcanii DS2							HVO_RS03455				Complete proteome,Plasmid,Reference proteome,	-	arCOG07894	pHV4
HVO_RS03460	8923402	lcl|NC_013966.1_cds_WP_004043267.1_812	NC_013966.1	gene	371820	372134	-	811	Gene	protein_coding	HVO_A0360	314	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03460)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS03460				Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG13578	pHV4
HVO_RS03465	8923501	lcl|NC_013966.1_cds_WP_004043268.1_813	NC_013966.1	gene	372496	373065	+	812	Gene	protein_coding	HVO_A0361	569	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03465)	Haloferax volcanii DS2							HVO_RS03465				Complete proteome,Plasmid,Reference proteome,	-	-	pHV4
HVO_RS03470	8923269	lcl|NC_013966.1_cds_WP_013035210.1_814	NC_013966.1	gene	373202	374380	-	813	Gene	protein_coding	HVO_A0362	1178	PQQ repeat protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	PQQ repeat protein(HVO_RS03470)	Haloferax volcanii DS2					IPR002372:Pyrrolo-quinoline quinone repeat,IPR011047:Quinonprotein alcohol dehydrogenase-like superfamily,IPR018391:Pyrrolo-quinoline quinone beta-propeller repeat,IPR027295:Quinonprotein alcohol dehydrogenase-like domain		HVO_RS03470	PF13360:PQQ-like domain		SM00564:PQQ	Complete proteome,Plasmid,Reference proteome,	COG1520S	arCOG02556	pHV4
HVO_RS03475	8923807	lcl|NC_013966.1_cds_WP_004043270.1_815	NC_013966.1	gene	374510	374917	+	814	Gene	protein_coding	HVO_A0363	407	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03475)	Haloferax volcanii DS2							HVO_RS03475				Complete proteome,Plasmid,Reference proteome,	-	arCOG08895	pHV4
HVO_RS03480	8923448	lcl|NC_013966.1_cds_WP_013035046.1_816	NC_013966.1	gene	375384	376550	+	815	Gene	protein_coding	HVO_A0364	1166	ISH3 family transposase ISHvo20				NA	NA	NA	NA	NA	NA	NA	NA: NA	IS4 family transposase(HVO_RS03480)	Haloferax volcanii DS2							HVO_RS03480				Complete proteome,Plasmid,Reference proteome,	COG3385L	arCOG06380	pHV4
HVO_RS03485	8923604	lcl|NC_013966.1_cds_WP_013035194.1_818	NC_013966.1	gene	377675	377890	+	817	Gene	protein_coding	HVO_A0366	215	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03485)	Haloferax volcanii DS2							HVO_RS03485,					-	-	pHV4
HVO_RS03490	8923768	lcl|NC_013966.1_cds_WP_013035191.1_819	NC_013966.1	gene	378291	379457	-	818	Gene	protein_coding	HVO_A0367	1166	IS4 family transposase				NA	NA	NA	NA	NA	NA	NA	NA: NA	IS4 family transposase(HVO_RS03490)	Haloferax volcanii DS2							HVO_RS03490,					COG3385L	arCOG06160	pHV4
HVO_RS03495	8923758	lcl|NC_013966.1_cds_WP_049914854.1_820	NC_013966.1	gene	379569	379853	-	819	Gene	protein_coding	HVO_A0368	284	toxin				NA	NA	NA	NA	NA	NA	NA	NA: NA	toxin(HVO_RS03495)	Haloferax volcanii DS2							HVO_RS03495,					COG2026JD	arCOG01664	pHV4
HVO_RS03500	8923339	lcl|NC_013966.1_cds_WP_013035021.1_821	NC_013966.1	gene	379843	380139	-	820	Gene	protein_coding	HVO_A0369	296	CopG family transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	CopG family transcriptional regulator(HVO_RS03500)	Haloferax volcanii DS2		GO:0006355~regulation of transcription, DNA-templated			IPR010985:Ribbon-helix-helix,IPR013321:Arc-type ribbon-helix-helix		HVO_RS03500				Complete proteome,Plasmid,Reference proteome,	COG0864K	arCOG01010	pHV4
HVO_RS03505	8923512	lcl|NC_013966.1_cds_WP_004043273.1_822	NC_013966.1	gene	380521	381015	+	821	Gene	protein_coding	HVO_A0371	494	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03505)	Haloferax volcanii DS2							HVO_RS03505				Complete proteome,Plasmid,Reference proteome,	-	arCOG09172	pHV4
HVO_RS03515	8923543	lcl|NC_013966.1_cds_WP_004043275.1_825	NC_013966.1	gene	383462	384358	+	824	Gene	protein_coding	HVO_A0374	896	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03515)	Haloferax volcanii DS2					IPR012340:Nucleic acid-binding, OB-fold		HVO_RS03515				Complete proteome,Plasmid,Reference proteome,	COG1599L	arCOG01510	pHV4
HVO_RS03520	8923461	lcl|NC_013966.1_cds_WP_004043276.1_826	NC_013966.1	gene	384558	385298	+	825	Gene	protein_coding	HVO_A0375	740	transcription initiation factor TFB			tfb11	NA	NA	NA	NA	NA	NA	NA	NA: NA	transcription initiation factor TFB(HVO_RS03520)	Haloferax volcanii DS2		GO:0006352~DNA-templated transcription, initiation,GO:0006355~regulation of transcription, DNA-templated		GO:0003743~translation initiation factor activity,GO:0008270~zinc ion binding	IPR000812:Transcription factor TFIIB,IPR013137:Zinc finger, TFIIB-type,IPR013150:Transcription factor TFIIB, cyclin-like domain,IPR013763:Cyclin-like		HVO_RS03520	PF00382:Transcription factor TFIIB repeat,PF08271:TFIIB zinc-binding			Complete proteome,Initiation factor,Plasmid,Protein biosynthesis,Reference proteome,	COG1405K	arCOG01981	pHV4
HVO_RS03525	8923436	lcl|NC_013966.1_cds_WP_004043277.1_827	NC_013966.1	gene	385336	386439	-	826	Gene	protein_coding	HVO_A0376	1103	peptidase			pepQ2	NA	NA	NA	NA	NA	NA	NA	NA: NA	peptidase(HVO_RS03525)	Haloferax volcanii DS2	3.4.-.-			GO:0004177~aminopeptidase activity	IPR000587:Creatinase,IPR000994:Peptidase M24, structural domain,IPR001131:Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site,IPR001714:Peptidase M24, methionine aminopeptidase		HVO_RS03525	PF00557:Metallopeptidase family M24,PF01321:Creatinase/Prolidase N-terminal domain			Aminopeptidase,Complete proteome,Hydrolase,Plasmid,Protease,Reference proteome,	COG0006E	arCOG01000	pHV4
HVO_RS03530	8923802	lcl|NC_013966.1_cds_WP_004043278.1_828	NC_013966.1	gene	386436	387218	-	827	Gene	protein_coding	HVO_A0377	782	hypothetical protein			hyuE	NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03530)	Haloferax volcanii DS2	5.1.99.-	GO:0008152~metabolic process		GO:0016855~racemase and epimerase activity, acting on amino acids and derivatives	IPR001920:Asp/Glu racemase		HVO_RS03530				Complete proteome,Isomerase,Plasmid,Reference proteome,	COG4126E	arCOG02006	pHV4
HVO_RS03535	8923719	lcl|NC_013966.1_cds_WP_004043279.1_829	NC_013966.1	gene	387218	388993	-	828	Gene	protein_coding	HVO_A0378	1775	N-methylhydantoinase			hyuB2	Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism 	[PATH:hvo00330]	hyuB2; N-methylhydantoinase (ATP-hydrolyzing) B	K01474	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	K01474: hyuB2; N-methylhydantoinase (ATP-hydrolyzing) B	N-methylhydantoinase(HVO_RS03535)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR003692:Hydantoinase B/oxoprolinase	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03535	PF02538:Hydantoinase B/oxoprolinase			Complete proteome,Hydrolase,Plasmid,Reference proteome,	COG0146EQ	arCOG01512	pHV4
HVO_RS03540	8923298	lcl|NC_013966.1_cds_WP_013035057.1_830	NC_013966.1	gene	388990	391035	-	829	Gene	protein_coding	HVO_A0379	2045	N-methylhydantoinase			hyuA2	Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism 	[PATH:hvo00330]	hyuA2; N-methylhydantoinase A(ATP-hydrolyzing)	K01473	hyuA; N-methylhydantoinase A [EC:3.5.2.14]	K01473: hyuA2; N-methylhydantoinase A(ATP-hydrolyzing)	N-methylhydantoinase(HVO_RS03540)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR002821:Hydantoinase/oxoprolinase,IPR008040:Hydantoinaseoxoprolinase, N-terminal	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03540	PF01968:Hydantoinase/oxoprolinase,PF05378:Hydantoinase/oxoprolinase N-terminal region			Complete proteome,Hydrolase,Plasmid,Reference proteome,	COG0145EQ	arCOG01511	pHV4
HVO_RS03545	8923367	lcl|NC_013966.1_cds_WP_013035073.1_831	NC_013966.1	gene	391212	392903	+	830	Gene	protein_coding	HVO_A0380	1691	peptide ABC transporter substrate-binding protein			dppA8	Environmental Information Processing	Cellular community - prokaryotes	02024 Quorum sensing 	[PATH:hvo02024]	dppA8; ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptides/oligopeptides)	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	K02035: dppA8; ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptides/oligopeptides)	peptide ABC transporter substrate-binding protein(HVO_RS03545)	Haloferax volcanii DS2		GO:0055085~transmembrane transport	GO:0043190~ATP-binding cassette (ABC) transporter complex		IPR000914:Bacterial extracellular solute-binding protein, family 5		HVO_RS03545	PF00496:Bacterial extracellular solute-binding proteins, family 5 Middle	PIRSF002741:peptide binding protein, MppA type		Complete proteome,	COG0747E	arCOG06180	pHV4
HVO_RS03550	8923407	lcl|NC_013966.1_cds_WP_013035096.1_832	NC_013966.1	gene	392914	393933	+	831	Gene	protein_coding	HVO_A0381	1019	peptide ABC transporter			dppB8	Environmental Information Processing	Cellular community - prokaryotes	02024 Quorum sensing 	[PATH:hvo02024]	dppB8; ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides)	K02033	ABC.PE.P; peptide/nickel transport system permease protein	K02033: dppB8; ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides)	peptide ABC transporter(HVO_RS03550)	Haloferax volcanii DS2		GO:0006810~transport	GO:0005886~plasma membrane,GO:0016021~integral component of membrane		IPR000515:Binding-protein-dependent transport systems inner membrane component		HVO_RS03550	PF00528:Binding-protein-dependent transport system inner membrane component			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,Transport,	COG0601EP	arCOG00751	pHV4
HVO_RS03555	8923472	lcl|NC_013966.1_cds_WP_013035078.1_833	NC_013966.1	gene	393941	394840	+	832	Gene	protein_coding	HVO_A0382	899	cytochrome c550			dppC8	Environmental Information Processing	Cellular community - prokaryotes	02024 Quorum sensing 	[PATH:hvo02024]	dppC8; ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides)	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	K02034: dppC8; ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides)	cytochrome c550(HVO_RS03555)	Haloferax volcanii DS2		GO:0006810~transport	GO:0005886~plasma membrane,GO:0016021~integral component of membrane		IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR025966:Oligopeptide transport permease C-like, N-terminal domain		HVO_RS03555	PF00528:Binding-protein-dependent transport system inner membrane component,PF12911:N-terminal TM domain of oligopeptide transport permease C			Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,Transport,	COG1173EP	arCOG00748	pHV4
HVO_RS03560	8923416	lcl|NC_013966.1_cds_WP_004043284.1_834	NC_013966.1	gene	394840	395964	+	833	Gene	protein_coding	HVO_A0383	1124	ABC transporter ATP-binding protein			dppD8	NA	NA	NA	NA	NA	NA	NA	NA: NA	ABC transporter ATP-binding protein(HVO_RS03560)	Haloferax volcanii DS2		GO:0015833~peptide transport		GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS03560	PF00005:ABC transporter,PF08352:Oligopeptide/dipeptide transporter, C-terminal region		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,	COG0444EP	arCOG00181	pHV4
HVO_RS03565	8923619	lcl|NC_013966.1_cds_WP_004043285.1_835	NC_013966.1	gene	395961	397064	+	834	Gene	protein_coding	HVO_A0384	1103	ABC transporter ATP-binding protein			dppF8	NA	NA	NA	NA	NA	NA	NA	NA: NA	ABC transporter ATP-binding protein(HVO_RS03565)	Haloferax volcanii DS2		GO:0015833~peptide transport		GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS03565	PF00005:ABC transporter,PF08352:Oligopeptide/dipeptide transporter, C-terminal region		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Plasmid,Reference proteome,	COG1123R	arCOG00184	pHV4
HVO_RS03570	8923608	lcl|NC_013966.1_cds_WP_004043286.1_836	NC_013966.1	gene	397167	399215	+	835	Gene	protein_coding	HVO_A0385	2048	5-oxoprolinase			hyuA3	Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism 	[PATH:hvo00330]	hyuA3; N-methylhydantoinase (ATP-hydrolyzing) A	K01473	hyuA; N-methylhydantoinase A [EC:3.5.2.14]	K01473: hyuA3; N-methylhydantoinase (ATP-hydrolyzing) A	5-oxoprolinase(HVO_RS03570)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR002821:Hydantoinase/oxoprolinase,IPR008040:Hydantoinaseoxoprolinase, N-terminal	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03570	PF01968:Hydantoinase/oxoprolinase,PF05378:Hydantoinase/oxoprolinase N-terminal region			Complete proteome,Hydrolase,Plasmid,Reference proteome,	COG0145EQ	arCOG01511	pHV4
HVO_RS03575	8923674	lcl|NC_013966.1_cds_WP_004043287.1_837	NC_013966.1	gene	399215	400966	+	836	Gene	protein_coding	HVO_A0386	1751	N-methylhydantoinase			hyuB3	Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism 	[PATH:hvo00330]	hyuB3; N-methylhydantoinase (ATP-hydrolyzing) B	K01474	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	K01474: hyuB3; N-methylhydantoinase (ATP-hydrolyzing) B	N-methylhydantoinase(HVO_RS03575)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR003692:Hydantoinase B/oxoprolinase	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03575	PF02538:Hydantoinase B/oxoprolinase			Complete proteome,Hydrolase,Plasmid,Reference proteome,	COG0146EQ	arCOG01512	pHV4
HVO_RS03580	8923558	lcl|NC_013966.1_cds_WP_004043288.1_838	NC_013966.1	gene	400963	401295	+	837	Gene	protein_coding	HVO_A0387	332	cupin				NA	NA	NA	NA	NA	NA	NA	NA: NA	cupin(HVO_RS03580)	Haloferax volcanii DS2					IPR011051:RmlC-like cupin domain,IPR013096:Cupin 2, conserved barrel,IPR014710:RmlC-like jelly roll fold		HVO_RS03580	PF07883:Cupin domain			Complete proteome,Plasmid,Reference proteome,	COG3837S	arCOG02994	pHV4
HVO_RS03585	8923476	lcl|NC_013966.1_cds_WP_004043289.1_839	NC_013966.1	gene	401311	401835	-	838	Gene	protein_coding	HVO_A0388	524	AsnC family transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	AsnC family transcriptional regulator(HVO_RS03585)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated	GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011008:Dimeric alpha-beta barrel,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019887:Transcription regulator AsnC-type, C-terminal,IPR019888:Transcription regulator AsnC-type		HVO_RS03585	PF01037:AsnC family,PF13404:AsnC-type helix-turn-helix domain		SM00344:HTH_ASNC	Complete proteome,DNA-binding,Plasmid,Reference proteome,Transcription,Transcription regulation,	COG1522K	arCOG01587	pHV4
HVO_RS03590	25143393	lcl|NC_013966.1_cds_WP_049914856.1_840	NC_013966.1	gene	402149	402334	-	839	Gene	protein_coding	HVO_RS03590	185	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03590)	Haloferax volcanii DS2							HVO_RS03590,					NA	NA	pHV4
HVO_RS03600	8923559	lcl|NC_013966.1_cds_WP_049914857.1_842	NC_013966.1	gene	402900	403319	+	841	Gene	protein_coding	HVO_A0391	419	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS03600)	Haloferax volcanii DS2							HVO_RS03600,					-	arCOG10821	pHV4
HVO_RS03605	8923276	lcl|NC_013966.1_cds_WP_013035221.1_843	NC_013966.1	gene	403385	403867	+	842	Gene	protein_coding	HVO_A0392	482	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	death-on-curing family protein(HVO_RS03605)	Haloferax volcanii DS2				GO:0016301~kinase activity	IPR003812:Fido domain,IPR006440:Death on curing protein		HVO_RS03605	PF02661:Fic/DOC family			Complete proteome,	COG3654R	arCOG06831	pHV4
