ID	Gene Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS
8925454	N-acetyltransferase(HVO_RS05680)	Haloferax volcanii DS2				GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS05680	PF13508:Acetyltransferase (GNAT) domain			Complete proteome,Reference proteome,Transferase,
8926757	N-acetyltransferase(HVO_RS12315)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS12315	PF00583:Acetyltransferase (GNAT) family			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8926018	N-acetyltransferase(HVO_RS13150)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS13150	PF13302:Acetyltransferase (GNAT) domain			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8926002	N-acetyltransferase(HVO_RS14160)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS14160	PF00583:Acetyltransferase (GNAT) family			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8924529	N-acetyltransferase(HVO_RS16370)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS16370	PF00583:Acetyltransferase (GNAT) family			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8925402	N-acetyltransferase(HVO_RS16380)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS16380	PF13302:Acetyltransferase (GNAT) domain			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8925554	N-acetyltransferase(HVO_RS16810)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS16810	PF00583:Acetyltransferase (GNAT) family			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8924790	N-acetyltransferase(HVO_RS17785)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS17785	PF13508:Acetyltransferase (GNAT) domain			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8926870	N-acetyltransferase(HVO_RS18215)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS18215	PF00583:Acetyltransferase (GNAT) family			Acyltransferase,Complete proteome,Reference proteome,Transferase,
8924388	N-acetyltransferase(HVO_RS18595)	Haloferax volcanii DS2					IPR016181:Acyl-CoA N-acyltransferase		HVO_RS18595				Complete proteome,Reference proteome,
8925021	N-acetyltransferase(HVO_RS18875)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase	hvo00440:Phosphonate and phosphinate metabolism,hvo01130:Biosynthesis of antibiotics	HVO_RS18875				Acyltransferase,Complete proteome,Reference proteome,Transferase,
8923482	N-acyl-D-amino-acid deacylase(HVO_RS03755)	Haloferax volcanii DS2							HVO_RS03755,
8926083	N-acyl-L-amino acid amidohydrolase(HVO_RS11425)	Haloferax volcanii DS2							HVO_RS11425,
8923516	N-acylamino acid racemase(HVO_RS03125)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0003824~catalytic activity	IPR001354:Mandelate racemase/muconate lactonizing enzyme,IPR013341:Mandelate racemase/muconate lactonizing enzyme, N-terminal,IPR013342:Mandelate racemase/muconate lactonizing enzyme, C-terminal		HVO_RS03125	PF02746:Mandelate racemase / muconate lactonizing enzyme, N-terminal domain,PF13378:Enolase C-terminal domain-like		SM00922:SM00922	Complete proteome,Plasmid,Reference proteome,
8923719	N-methylhydantoinase(HVO_RS03535)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR003692:Hydantoinase B/oxoprolinase	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03535	PF02538:Hydantoinase B/oxoprolinase			Complete proteome,Hydrolase,Plasmid,Reference proteome,
8923298	N-methylhydantoinase(HVO_RS03540)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR002821:Hydantoinase/oxoprolinase,IPR008040:Hydantoinaseoxoprolinase, N-terminal	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03540	PF01968:Hydantoinase/oxoprolinase,PF05378:Hydantoinase/oxoprolinase N-terminal region			Complete proteome,Hydrolase,Plasmid,Reference proteome,
8923674	N-methylhydantoinase(HVO_RS03575)	Haloferax volcanii DS2	3.5.2.14			GO:0047423~N-methylhydantoinase (ATP-hydrolyzing) activity	IPR003692:Hydantoinase B/oxoprolinase	hvo00330:Arginine and proline metabolism,hvo01100:Metabolic pathways	HVO_RS03575	PF02538:Hydantoinase B/oxoprolinase			Complete proteome,Hydrolase,Plasmid,Reference proteome,
8919123	N-methyltryptophan oxidase(HVO_RS00050)	Haloferax volcanii DS2	1.5.3.1			GO:0008115~sarcosine oxidase activity	IPR006076:FAD dependent oxidoreductase,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain	hvo00260:Glycine, serine and threonine metabolism,hvo01100:Metabolic pathways	HVO_RS00050	PF01266:FAD dependent oxidoreductase			Complete proteome,Oxidoreductase,Plasmid,Reference proteome,
8926965	N-methyltryptophan oxidase(HVO_RS19595)	Haloferax volcanii DS2	1.5.3.1			GO:0008115~sarcosine oxidase activity	IPR006076:FAD dependent oxidoreductase,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain		HVO_RS19595	PF01266:FAD dependent oxidoreductase			Complete proteome,Oxidoreductase,Plasmid,Reference proteome,
8925026	NAD(+) kinase(HVO_RS16075)	Haloferax volcanii DS2	2.7.1.23	GO:0006741~NADP biosynthetic process,GO:0019674~NAD metabolic process	GO:0005737~cytoplasm	GO:0003951~NAD+ kinase activity,GO:0005524~ATP binding,GO:0046872~metal ion binding	IPR002504:Inorganic polyphosphate/ATP-NAD kinase, predicted,IPR016064:ATP-NAD kinase-like domain,IPR017437:ATP-NAD kinase, PpnK-type, all-beta,IPR017438:Inorganic polyphosphate/ATP-NAD kinase, domain 1	hvo00760:Nicotinate and nicotinamide metabolism,hvo01100:Metabolic pathways	HVO_RS16075	PF01513:ATP-NAD kinase			ATP-binding,Complete proteome,Cytoplasm,Kinase,NAD,NADP,Nucleotide-binding,Reference proteome,Transferase,
8926857	NAD(+) synthetase(HVO_RS13715)	Haloferax volcanii DS2	6.3.1.5	GO:0009435~NAD biosynthetic process		GO:0003952~NAD+ synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,GO:0008795~NAD+ synthase activity	IPR003694:NAD synthase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR022310:NAD/GMP synthase,IPR022926:NH(3)-dependent NAD(+) synthetase	hvo00760:Nicotinate and nicotinamide metabolism,hvo01100:Metabolic pathways	HVO_RS13715	PF02540:NAD synthase			ATP-binding,Complete proteome,Ligase,NAD,Nucleotide-binding,Reference proteome,
8926264	NAD(P)-dependent glycerol-1-phosphate dehydrogenase(HVO_RS08645)	Haloferax volcanii DS2	1.1.1.261	GO:0006650~glycerophospholipid metabolic process,GO:0008654~phospholipid biosynthetic process	GO:0005737~cytoplasm	GO:0046872~metal ion binding,GO:0050492~glycerol-1-phosphate dehydrogenase [NAD(P)+] activity	IPR023002:Glycerol-1-phosphate dehydrogenase, archaea	hvo00564:Glycerophospholipid metabolism	HVO_RS08645	PF13685:Iron-containing alcohol dehydrogenase			Complete proteome,Cytoplasm,Lipid biosynthesis,Lipid metabolism,Metal-binding,NAD,NADP,Oxidoreductase,Phospholipid biosynthesis,Phospholipid metabolism,Reference proteome,Zinc,
8926737	NAD(P)-dependent oxidoreductase(HVO_RS08325)	Haloferax volcanii DS2				GO:0016853~isomerase activity	IPR016040:NAD(P)-binding domain		HVO_RS08325	PF13460:NADH(P)-binding 			Complete proteome,Isomerase,Reference proteome,
8924195	NAD(P)-dependent oxidoreductase(HVO_RS14595)	Haloferax volcanii DS2	1.1.1.-	GO:0006486~protein glycosylation,GO:0045232~S-layer organization		GO:0016491~oxidoreductase activity	IPR005913:dTDP-4-dehydrorhamnose reductase,IPR016040:NAD(P)-binding domain	hvo00521:Streptomycin biosynthesis,hvo00523:Polyketide sugar unit biosynthesis,hvo01100:Metabolic pathways	HVO_RS14595	PF04321:RmlD substrate binding domain			Complete proteome,NAD,NADP,Oxidoreductase,Reference proteome,
8925817	NAD-dependent epimerase(HVO_RS07175)	Haloferax volcanii DS2	1.1.1.388	GO:0006006~glucose metabolic process,GO:0006098~pentose-phosphate shunt		GO:0004345~glucose-6-phosphate dehydrogenase activity,GO:0070403~NAD+ binding	IPR001509:NAD-dependent epimerase/dehydratase,IPR016040:NAD(P)-binding domain	hvo00030:Pentose phosphate pathway,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS07175	PF01370:NAD dependent epimerase/dehydratase family			Carbohydrate metabolism,Complete proteome,Glucose metabolism,NAD,Oxidoreductase,Reference proteome,
8926346	NAD-dependent epimerase(HVO_RS14780)	Haloferax volcanii DS2					IPR016040:NAD(P)-binding domain		HVO_RS14780	PF13460:NADH(P)-binding 			Complete proteome,Reference proteome,
8925186	NAD-dependent protein deacetylase(HVO_RS15255)	Haloferax volcanii DS2	3.5.1.-			GO:0016787~hydrolase activity,GO:0070403~NAD+ binding	IPR003000:Sirtuin family,IPR026590:Sirtuin family, catalytic core domain,IPR026591:Sirtuin family, catalytic core small domain		HVO_RS15255	PF02146:Sir2 family			Complete proteome,Hydrolase,Reference proteome,
8926275	NAD/FAD-dependent oxidoreductase(HVO_RS15415)	Haloferax volcanii DS2				GO:0016491~oxidoreductase activity	IPR002937:Amine oxidase,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain		HVO_RS15415	PF01593:Flavin containing amine oxidoreductase			Complete proteome,Reference proteome,
8924537	NADH dehydrogenase subunit J(HVO_RS09410)	Haloferax volcanii DS2	1.6.5.-,1.6.5.3		GO:0016021~integral component of membrane	GO:0008137~NADH dehydrogenase (ubiquinone) activity	IPR001457:NADH:ubiquinone/plastoquinone oxidoreductase, chain 6	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09410	PF00499:NADH-ubiquinone/plastoquinone oxidoreductase chain 6			Complete proteome,Membrane,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,
8919317	NADH dehydrogenase(HVO_RS01165)	Haloferax volcanii DS2						hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS01165,
8923990	NADH dehydrogenase(HVO_RS09385)	Haloferax volcanii DS2	1.6.5.-		GO:0016021~integral component of membrane	GO:0008137~NADH dehydrogenase (ubiquinone) activity	IPR000440:NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09385	PF00507:NADH-ubiquinone/plastoquinone oxidoreductase, chain 3			Complete proteome,Membrane,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,
8926437	NADH dehydrogenase(HVO_RS09390)	Haloferax volcanii DS2	1.6.5.-			GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0046872~metal ion binding,GO:0048038~quinone binding,GO:0051539~4 iron, 4 sulfur cluster binding	IPR006137:NADH:ubiquinone oxidoreductase-like, 20kDa subunit,IPR006138:NADH-ubiquinone oxidoreductase, 20 Kd subunit	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09390	PF01058:NADH ubiquinone oxidoreductase, 20 Kd subunit			4Fe-4S,Complete proteome,Iron,Iron-sulfur,Metal-binding,NAD,Oxidoreductase,Reference proteome,
8925814	NADH dehydrogenase(HVO_RS09400)	Haloferax volcanii DS2	1.6.5.-		GO:0016021~integral component of membrane	GO:0016491~oxidoreductase activity	IPR001694:NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09400	PF00146:NADH dehydrogenase			Complete proteome,Membrane,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,
8924127	NADH dehydrogenase(HVO_RS11515)	Haloferax volcanii DS2				GO:0016491~oxidoreductase activity	IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain	hvo00190:Oxidative phosphorylation	HVO_RS11515	PF07992:Pyridine nucleotide-disulphide oxidoreductase			Complete proteome,Reference proteome,
8926133	NADH dehydrogenase(HVO_RS12285)	Haloferax volcanii DS2				GO:0016491~oxidoreductase activity	IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain	hvo00190:Oxidative phosphorylation	HVO_RS12285	PF07992:Pyridine nucleotide-disulphide oxidoreductase			Complete proteome,Reference proteome,
8926209	NADH dehydrogenase(HVO_RS15310)	Haloferax volcanii DS2					IPR016040:NAD(P)-binding domain	hvo00190:Oxidative phosphorylation	HVO_RS15310	PF13460:NADH(P)-binding 			Complete proteome,Reference proteome,
8926224	NADH oxidase(HVO_RS15990)	Haloferax volcanii DS2				GO:0016491~oxidoreductase activity	IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain		HVO_RS15990	PF07992:Pyridine nucleotide-disulphide oxidoreductase			Complete proteome,Reference proteome,
8925047	NADH oxidase-like protein(HVO_RS16085)	Haloferax volcanii DS2	1.-.-.-			GO:0016491~oxidoreductase activity	IPR000415:Nitroreductase-like		HVO_RS16085	PF00881:Nitroreductase family			Complete proteome,Oxidoreductase,Reference proteome,
8924626	NADH-binding protein(HVO_RS05150)	Haloferax volcanii DS2					IPR016040:NAD(P)-binding domain		HVO_RS05150	PF13460:NADH(P)-binding 			Complete proteome,Reference proteome,
8919281	NADH-dependent dehydrogenase(HVO_RS01540)	Haloferax volcanii DS2				GO:0016491~oxidoreductase activity	IPR000683:Oxidoreductase, N-terminal,IPR016040:NAD(P)-binding domain		HVO_RS01540	PF01408:Oxidoreductase family, NAD-binding Rossmann fold			Complete proteome,Plasmid,Reference proteome,
8925776	NADH-dependent flavin oxidoreductase(HVO_RS09300)	Haloferax volcanii DS2				GO:0003824~catalytic activity	IPR002589:Appr-1-p processing,IPR013785:Aldolase-type TIM barrel		HVO_RS09300	PF01661:Macro domain		SM00506:A1pp	Complete proteome,Reference proteome,
8924228	NADH-quinone oxidoreductase subunit C(HVO_RS09335)	Haloferax volcanii DS2						hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09335,
8926295	NADH-quinone oxidoreductase subunit C(HVO_RS09395)	Haloferax volcanii DS2	1.6.5.11	GO:0006810~transport	GO:0005886~plasma membrane	GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0048038~quinone binding,GO:0051287~NAD binding	IPR001135:NADH-quinone oxidoreductase, subunit D,IPR001268:NADH:ubiquinone oxidoreductase, 30kDa subunit,IPR020396:NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09395	PF00329:Respiratory-chain NADH dehydrogenase, 30 Kd subunit,PF00346:Respiratory-chain NADH dehydrogenase, 49 Kd subunit			Cell membrane,Complete proteome,Isopeptide bond,Membrane,Multifunctional enzyme,NAD,Oxidoreductase,Quinone,Reference proteome,Transport,Ubl conjugation,
8925661	NADH-quinone oxidoreductase subunit K(HVO_RS09420)	Haloferax volcanii DS2	1.6.5.-	GO:0042773~ATP synthesis coupled electron transport	GO:0016021~integral component of membrane	GO:0016651~oxidoreductase activity, acting on NAD(P)H	IPR001133:NADH-ubiquinone oxidoreductase chain 4L/K	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS09420	PF00420:NADH-ubiquinone/plastoquinone oxidoreductase chain 4L			Complete proteome,Membrane,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,
8923786	NADH-ubiquinone oxidoreductase(HVO_RS04560)	Haloferax volcanii DS2					IPR016040:NAD(P)-binding domain		HVO_RS04560	PF03807:NADP oxidoreductase coenzyme F420-dependent			Complete proteome,Plasmid,Reference proteome,
8924855	NADH:flavin oxidoreductase(HVO_RS04725)	Haloferax volcanii DS2				GO:0010181~FMN binding,GO:0016491~oxidoreductase activity	IPR001155:NADH:flavin oxidoreductase/NADH oxidase, N-terminal,IPR013785:Aldolase-type TIM barrel		HVO_RS04725	PF00724:NADH:flavin oxidoreductase / NADH oxidase family			Complete proteome,Reference proteome,
8925893	NADP-dependent malic enzyme(HVO_RS15075)	Haloferax volcanii DS2	1.1.1.40	GO:0006108~malate metabolic process	GO:0005829~cytosol	GO:0004471~malate dehydrogenase (decarboxylating) (NAD+) activity,GO:0004473~malate dehydrogenase (decarboxylating) (NADP+) activity,GO:0008948~oxaloacetate decarboxylase activity,GO:0016746~transferase activity, transferring acyl groups,GO:0030145~manganese ion binding,GO:0051287~NAD binding	IPR002505:Phosphate acetyl/butaryl transferase,IPR012188:Malic enzyme, phosphate acetyl/butaryl transferase,IPR012301:Malic enzyme, N-terminal,IPR012302:Malic enzyme, NAD-binding,IPR016040:NAD(P)-binding domain		HVO_RS15075	PF00390:Malic enzyme, N-terminal domain,PF01515:Phosphate acetyl/butaryl transferase,PF03949:Malic enzyme, NAD binding domain	PIRSF036684:malic enzyme with phosphate acetyl/butaryl transferase domain	SM00919:SM00919,SM01274:SM01274	Complete proteome,Oxidoreductase,Reference proteome,
